experiment,study_title,type,authors,journal
pre-sleep-resonance-breathing-and-meditation,Heart rate variability biofeedback improves cardiorespiratory resting function during sleep,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Inhalation/Exhalation ratio modulates the effect of slow breathing on heart rate variability and relaxation,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Effects of slow breathing rate on heart rate variability and arterial baroreflex sensitivity in essential hypertension,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Self-Care System for Family Caregivers of Cancer Patients Using Resonant Breathing With a Portable Home Device: A Randomized Open-Label Study,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Heart Rate Variability Biofeedback Increased Autonomic Activation and Improved Symptoms of Depression and Insomnia Among Patients With Major Depression Disorder,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Heart Rate and Breathing Are Not Always in Phase During Resonance Frequency Breathing,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Heart Rate Variability Biofeedback Improves Emotional and Physical Health and Performance: A Systematic Review and Meta Analysis,MA,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Mobile Heart Rate Variability Biofeedback Improves Autonomic Activation and Subjective Sleep Quality of Healthy Adults — A Pilot Study,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,A virtual reality-based mind–body approach to downregulate psychophysiological arousal in adolescent insomnia,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,A Meditation Based Cognitive Therapy (HMBCT) for Primary Insomnia: A Treatment Feasibility Pilot Study,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Combined transcutaneous auricular vagus stimulation (taVNS) with 0.1Hz slow breathing enhances insomnia treatment efficacy: A pilot study,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,"Comparing the Effects of Square, 4-7-8, and 6 Breaths-per-Minute Breathing Conditions on Heart Rate Variability, CO2 Levels, and Mood",SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Can Addressing Autonomic Hyperarousal with Heart Rate Variability Biofeedback Enhance CBT-I Outcomes in Insomnia Disorder?,INT,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Protocol for Heart Rate Variability Biofeedback Training,GUIDE,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Resonant frequency biofeedback training to increase cardiac variability: rationale and manual for training,REV,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Heart rate variability biofeedback as a method for assessing baroreflex function: a preliminary study of resonance in the cardiovascular system,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,The effects of specific respiratory rates on heart rate and heart rate variability,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Heart rate variability biofeedback increases baroreflex gain and peak expiratory flow,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Characteristics of resonance in heart rate variability stimulated by biofeedback,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Heart rate variability biofeedback: how and why does it work?,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Reducing bedtime physiological arousal levels using immersive audio-visual respiratory bio-feedback: a pilot study in women with insomnia symptoms,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Effect of Heart Rate Variability Biofeedback Sessions With Resonant Frequency Breathing on Sleep: A Pilot Study Among Family Caregivers of Patients With Cancer,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Short-term efficacy of home-based heart rate variability biofeedback on sleep disturbance in patients with incurable cancer: a randomised open-label study,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,A Practical Guide to Resonance Frequency Assessment for Heart Rate Variability Biofeedback,GUIDE,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Presleep Heart-Rate Variability Biofeedback Improves Mood and Sleep Quality in Chinese Winter Olympic Bobsleigh Athletes,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Methods for Heart Rate Variability Biofeedback (HRVB): A Systematic Review and Guidelines,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,A Comparison Between Pre-Sleep Heart Rate Variability Biofeedback and Electroencephalographic Biofeedback Training on Sleep in National Level Athletes with Sleep Disturbances,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Influence of Respiratory Frequency of Slow-Paced Breathing on Vagally-Mediated Heart Rate Variability,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Resonant breathing in hospitalised psychiatric patients with persistent somatic symptoms: a randomised controlled trial,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,'Mindfulness Living with Insomnia': an mHealth intervention for individuals with insomnia in China: a study protocol of a randomised controlled trial,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,The health effects of diaphragmatic breathing: A systematic review,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Mindfulness Meditation Adherence in a College Sample: Comparison of a 10-Min Versus 20-Min 2-Week Daily Practice,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Differential relationship between meditation methods and psychotic-like and mystical experiences,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Mind the Hype: A Critical Evaluation and Prescriptive Agenda for Research on Mindfulness and Meditation,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,The effects of mindfulness and relaxation training for insomnia (MRTI) on postmenopausal women: a pilot study,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Can mindfulness be too much of a good thing? The value of a middle way,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,"Heart Rate Variability and Cardiac Vagal Tone in Psychophysiological Research – Recommendations for Experiment Planning, Data Analysis, and Data Reporting",GUIDE,Health Commons,Guideline
pre-sleep-resonance-breathing-and-meditation,Practice parameters for the use of actigraphy in the assessment of sleep and sleep disorders: an update for 2007,GUIDE,Health Commons,Guideline
pre-sleep-resonance-breathing-and-meditation,Clinical guideline for the evaluation and management of chronic insomnia in adults,GUIDE,Health Commons,Guideline
pre-sleep-resonance-breathing-and-meditation,The role and validity of actigraphy in sleep medicine: an update,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,"Use of Actigraphy for the Evaluation of Sleep Disorders and Circadian Rhythm Sleep-Wake Disorders: An American Academy of Sleep Medicine Systematic Review, Meta-Analysis, and GRADE Assessment",MA,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Practice parameters for the use of actigraphy in the clinical assessment of sleep disorders,GUIDE,Health Commons,Guideline
pre-sleep-resonance-breathing-and-meditation,"Measuring sleep: accuracy, sensitivity, and specificity of wrist actigraphy compared to polysomnography",SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,The agreement between actigraphy and polysomnography in adults with chronic conditions: A systematic review and meta-analysis,MA,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Consumer Sleep Technology: An American Academy of Sleep Medicine Position Statement,GUIDE,Health Commons,Guideline
pre-sleep-resonance-breathing-and-meditation,Evaluating consumer and clinical sleep technologies: an American Academy of Sleep Medicine update,GUIDE,Health Commons,Guideline
pre-sleep-resonance-breathing-and-meditation,Recommendations for Wearable Consumer Health Trackers in Sleep Medicine and Sleep Research: a World Sleep Society International Sleep Medicine Task Force statement,GUIDE,Health Commons,Guideline
pre-sleep-resonance-breathing-and-meditation,Consumer sleep technology: A position statement from the National Sleep Foundation,GUIDE,Health Commons,Guideline
pre-sleep-resonance-breathing-and-meditation,Consumer Sleep Technologies: A Review of the Landscape,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Wearable Sleep Technology in Clinical and Research Settings,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,The wrist is not the brain: estimation of sleep by clinical and consumer wearable actigraphy devices is impacted by multiple patient- and device-specific factors,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Wearable technologies for developing sleep and circadian biomarkers: a summary of workshop discussions,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Clinical Applications of Mobile Health Wearable-Based Sleep Monitoring: Systematic Review,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Evaluating reliability in wearable devices for sleep staging,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Validity of a commercial wearable sleep tracker in adult insomnia disorder patients and good sleepers,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,"Validity, potential clinical utility, and comparison of consumer and research-grade activity trackers in Insomnia Disorder I: In-lab validation against polysomnography",SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,A validation study of Fitbit Charge 4 compared with polysomnography and actigraphy in adults with chronic insomnia,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,The Accuracy of Acquiring Heart Rate Variability from Portable Devices: A Systematic Review and Meta-Analysis,MA,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Accuracy Assessment of Oura Ring Nocturnal Heart Rate and Heart Rate Variability in Comparison With Electrocardiography in Time and Frequency Domains: Comprehensive Analysis,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,"Deriving Accurate Nocturnal Heart Rate, rMSSD and Frequency HRV from the Oura Ring",SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Agreement between Fitbit Versa 4 and a reference standard on time-domain nocturnal heart rate variability: A pilot study,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,A review on wearable photoplethysmography sensors and their potential future applications in health care,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,The consensus sleep diary: standardizing prospective sleep self-monitoring,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Psychometric Properties of the Consensus Sleep Diary in Those With Insomnia Disorder,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,How Many Sleep Diary Entries Are Needed to Reliably Estimate Adolescent Sleep?,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Bedtime App–Guided Mindfulness Meditation in Patients With Insomnia: Mixed Methods Feasibility and Acceptability Pilot Study,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,A randomized controlled trial of mindfulness meditation for chronic insomnia,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Mindfulness meditation for insomnia: A meta-analysis of randomized controlled trials,MA,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Examining the Dose-Response Effects of Mindfulness Meditation Interventions on Well-Being: Protocol for a Randomized Controlled Trial,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Adverse Meditation Experiences: Navigating Buddhist and Secular Frameworks for Addressing Them,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Meditation induced psychosis: Case report,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,A qualitative analysis of experiential challenges associated with meditation practice,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Depersonalization and meditation,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,"Mindfulness meditation research: issues of participant screening, safety procedures, and researcher training",REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Meditation-Induced Psychosis: Trigger and Recurrence,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Precipitation of acute psychotic episodes by intensive meditation in individuals with a history of schizophrenia,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Meditation-induced psychosis,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Unwanted effects: Is there a negative side of meditation? A multicentre survey,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,What Are Adverse Events in Mindfulness Meditation?,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Do mindfulness interventions cause harm? Findings from the Learning to Apply Mindfulness to Pain (LAMP) Pragmatic Clinical Trial,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Prevalence of harm in mindfulness-based stress reduction,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Systematic review of the safety of mindfulness-based interventions for psychosis,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Beyond serenity: Adverse effects of meditation and mindfulness in clinical practice,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,"First, do no harm: An intensive experience sampling study of adverse effects to mindfulness training",SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Adverse or therapeutic? A mixed-methods study investigating adverse effects of Mindfulness-Based Cognitive Therapy in bipolar disorder,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Development and Validation of the Inventory of Meditation Experiences (IME),SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Childhood trauma and subclinical PTSD symptoms predict adverse effects and worse outcomes across two mindfulness-based programs for active depression,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Meditation-induced psychosis: a narrative review and individual patient data analysis,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Prevalence of meditation-related adverse effects in a population-based sample in the United States,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Defining and Measuring Meditation-Related Adverse Effects in Mindfulness-Based Programs,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Doing no harm in mindfulness-based programs: Conceptual issues and empirical findings,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,"Unpleasant meditation-related experiences in regular meditators: Prevalence, predictors, and conceptual considerations",SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,The varieties of contemplative experience: A mixed-methods study of meditation-related challenges in Western Buddhists,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,The Adverse Effects of Meditation-Interventions and Mind–Body Practices: a Systematic Review,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,The Safety of Mindfulness-Based Interventions: a Systematic Review of Randomized Controlled Trials,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Incidence and Predictors of Meditation-Related Unusual Experiences and Adverse Effects in a Representative Sample of Meditators in the United States,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,"Adverse effects of meditation: A review of observational, experimental and case studies",REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,"Prevalence, predictors and types of unpleasant and adverse effects of meditation in regular meditators: international cross-sectional study",SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Adverse events in meditation practices and meditation-based therapies: a systematic review,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Home practice in Mindfulness-Based Cognitive Therapy and Mindfulness-Based Stress Reduction: A systematic review and meta-analysis of participants' mindfulness practice and its association with outcomes,MA,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,"The Relationship Between Doses of Mindfulness-Based Programs and Depression, Anxiety, Stress, and Mindfulness: a Dose-Response Meta-Regression of Randomized Controlled Trials",MA,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Nocturnal cognitive arousal is associated with objective sleep disturbance and indicators of physiologic hyperarousal in good sleepers and individuals with insomnia disorder,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Using Mindfulness for the Treatment of Insomnia,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,A Randomized Controlled Trial of Mindfulness Meditation for Chronic Insomnia: Effects on Daytime Symptoms and Cognitive-Emotional Arousal,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,The effects of a mindfulness-based stress reduction programme on pre-sleep cognitive arousal and insomnia symptoms: a pilot study,INT,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Improving sleep with mindfulness and acceptance: a metacognitive model of insomnia,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,The Quest for Mindful Sleep: A Critical Synthesis of the Impact of Mindfulness-Based Interventions for Insomnia,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,A mindfulness-based approach to the treatment of insomnia,REV,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Mindfulness-Based Strategies for Improving Sleep in People with Psychiatric Disorders,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,How Mindfulness Changed My Sleep: Focus Groups With Chronic Insomnia Patients,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Mindful Night-to-Day: a pilot feasibility trial of a mindfulness-based insomnia and symptom management intervention for patients with hematologic cancer,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,The effects of mindfulness-based stress reduction on sleep disturbance: a systematic review,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Effect of Brief Mindfulness Induction on University Athletes' Sleep Quality Following Night Training,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,The effect of mindfulness meditation on sleep quality: a systematic review and meta-analysis of randomized controlled trials,MA,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Comparing the Effects of Mindfulness-Based Cognitive Therapy and Sleep Psycho-Education with Exercise on Chronic Insomnia: A Randomised Controlled Trial,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Effects of mindfulness-based stress reduction on adults with sleep disturbance: an updated systematic review and meta-analysis,MA,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Mindfulness-Based Interventions for Insomnia: A Meta-Analysis of Randomized Controlled Trials,MA,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Mindfulness-based stress reduction versus pharmacotherapy for chronic primary insomnia: a randomized controlled clinical trial,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,A Meta-Analysis of Mindfulness-Based Therapies for Insomnia and Sleep Disturbance,MA,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,A Meta-Analysis of Mindfulness-Based Therapies for Insomnia and Sleep Disturbance: Moving Towards Processes of Change,MA,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Mindfulness-based therapy for insomnia in Black women: a pilot randomized controlled trial,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Effects of mindfulness-based stress reduction on sleep quality and mental health for insomnia patients: A meta-analysis,MA,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,"Mindfulness-based stress reduction for chronic insomnia in adults older than 75 years: a randomized, controlled, single-blind clinical trial",SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Mindfulness-based cognitive therapy improves insomnia symptoms in individuals with recurrent depression: secondary analyses from a randomized controlled trial,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Effects of mindfulness-based cognitive therapy on older adults with sleep disorders: a systematic review and meta-analysis,MA,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Mindfulness-based cognitive therapy to improve sleep quality in older adults with insomnia,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Impact of Mindfulness-Based Stress Reduction on sleep-related parameters in a community sample,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Effects of mindfulness-based intervention programs on sleep among people with common mental disorders: a systematic review and meta-analysis,MA,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Mindfulness-based programmes for mental health promotion in adults in nonclinical settings: A systematic review and meta-analysis of randomised controlled trials,MA,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Sleep disorders commonly found in older people,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,The management of unwanted pre-sleep thoughts in insomnia: distraction with imagery versus general distraction,INT,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,"Role of Stress, Arousal, and Coping Skills in Primary Insomnia",SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Potential Mechanisms of Mindfulness in Improving Sleep and Distress,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,"Daily Stress, Presleep Arousal, and Sleep in Healthy Young Women: A Daily Life Computerized Sleep Diary and Actigraphy Study",SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Effects of Rumination and Worry on Sleep,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Lying Awake at Night: Cardiac Autonomic Activity in Relation to Sleep Onset and Maintenance,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Sleep onset and cardiovascular activity in primary insomnia,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Heart rate variability in insomniacs and matched normal sleepers,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Hyperarousal and insomnia,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,The hyperarousal model of insomnia: a review of the concept and its evidence,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Hyperarousal in insomnia disorder: Current evidence and potential mechanisms,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,An exploration of pre-sleep cognitive activity in insomnia: imagery and verbal thought,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Effects of cognitive arousal and physiological arousal on sleep perception,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Psychometric properties of the Pre-Sleep Arousal Scale in a large community sample,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Heart rate variability during sleep onset in patients with insomnia with or without comorbid sleep apnea,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Effect of breathwork on stress and mental health: A meta-analysis of randomised-controlled trials,MA,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,A cognitive model of insomnia,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Pre-sleep Cognitive Arousal Decreases Following a 4-Week Introductory Mindfulness Course,INT,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Polysomnographic and subjective profiles of sleep continuity before and after mindfulness-based cognitive therapy in partially remitted depression,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Clinical Significance and Cut-Off Scores for the Pre-Sleep Arousal Scale in Chronic Insomnia Disorder: A Replication in a Clinical Sample,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Increased high-frequency NREM EEG power associated with mindfulness-based interventions for chronic insomnia: Preliminary findings from spectral analysis,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Recommendations for a standard research assessment of insomnia,GUIDE,Health Commons,Guideline
pre-sleep-resonance-breathing-and-meditation,The physiological effects of slow breathing in the healthy human,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,How Breath-Control Can Change Your Life: A Systematic Review on Psycho-Physiological Correlates of Slow Breathing,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Effect of Resonance Breathing on Heart Rate Variability and Cognitive Functions in Young Adults: A Randomised Controlled Study,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Slow-Paced Breathing: Influence of Inhalation/Exhalation Ratio and of Respiratory Pauses on Cardiac Vagal Activity,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,"Slow breathing reduces chemoreflex response to hypoxia and hypercapnia, and increases baroreflex sensitivity",SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Breathing at a rate of 5.5 breaths per minute with equal inhalation-to-exhalation ratio increases heart rate variability,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,No Evidence for the Efficacy of Slow-Paced Breathing as a Recovery Strategy After Sprint Interval Training,RCT,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,The Effect of Slow-Paced Breathing on Cardiovascular and Emotion Functions: A Meta-Analysis and Systematic Review,MA,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Heart rate variability in insomnia patients: A critical review of the literature,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Measures of cardiovascular autonomic activity in insomnia disorder: A systematic review,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Heart rate variability in patients with insomnia disorder: a systematic review and meta-analysis,MA,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Effect of coherent breathing on mental health and wellbeing: a randomised placebo-controlled trial,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,"Heart rate variability: origins, methods, and interpretive caveats",REV,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,"Time Domain, Geometrical and Frequency Domain Analysis of Cardiac Vagal Outflow: Effects of Various Respiratory Patterns",SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,"The Impact of Resonance Frequency Breathing on Measures of Heart Rate Variability, Blood Pressure, and Mood",SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Heart rate variability and slow-paced breathing: when coherence meets resonance,REV,Health Commons,Review
pre-sleep-resonance-breathing-and-meditation,Important influence of respiration on human R-R interval power spectra is largely ignored,SRC,Health Commons,Journal Article
pre-sleep-resonance-breathing-and-meditation,Effects of voluntary slow breathing on heart rate and heart rate variability: A systematic review and a meta-analysis,MA,Health Commons,Review
pre-sleep-silent-meditation,Behavioral and psychological treatments for chronic insomnia disorder in adults: an American Academy of Sleep Medicine clinical practice guideline,GUIDE,Health Commons,Guideline
pre-sleep-silent-meditation,Consumer Sleep Technology: An American Academy of Sleep Medicine Position Statement,GUIDE,Health Commons,Guideline
pre-sleep-silent-meditation,Management of Chronic Insomnia Disorder in Adults: A Clinical Practice Guideline From the American College of Physicians,GUIDE,Health Commons,Guideline
pre-sleep-silent-meditation,State of the science and recommendations for using wearable technology in sleep and circadian research,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Wearable Sleep Technology in Clinical and Research Settings,REV,Health Commons,Review
pre-sleep-silent-meditation,"Use of Actigraphy for the Evaluation of Sleep Disorders and Circadian Rhythm Sleep-Wake Disorders: An American Academy of Sleep Medicine Systematic Review, Meta-Analysis, and GRADE Assessment",MA,Health Commons,Review
pre-sleep-silent-meditation,'Mindfulness Living with Insomnia': an mHealth intervention for individuals with insomnia in China: a study protocol of a randomised controlled trial,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,A Meta-Analysis of Mindfulness-Based Therapies for Insomnia and Sleep Disturbance,MA,Health Commons,Review
pre-sleep-silent-meditation,A Meta-Analysis of Mindfulness-Based Therapies for Insomnia and Sleep Disturbance: Moving Towards Processes of Change,MA,Health Commons,Review
pre-sleep-silent-meditation,A mindfulness-based approach to the treatment of insomnia,REV,Health Commons,Journal Article
pre-sleep-silent-meditation,"A pilot, randomized, placebo-controlled study of mindfulness meditation in treating insomnia in multiple sclerosis",SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,A randomized controlled trial of mindfulness meditation for chronic insomnia,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,A Randomized Controlled Trial of Mindfulness Meditation for Chronic Insomnia: Effects on Daytime Symptoms and Cognitive-Emotional Arousal,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,A randomized controlled trial to examine the feasibility and preliminary efficacy of a digital mindfulness-based therapy for improving insomnia symptoms,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,A virtual reality-based mind–body approach to downregulate psychophysiological arousal in adolescent insomnia,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Adverse events in meditation practices and meditation-based therapies: a systematic review,REV,Health Commons,Review
pre-sleep-silent-meditation,Adverse or therapeutic? A mixed-methods study investigating adverse effects of Mindfulness-Based Cognitive Therapy in bipolar disorder,SRC,Health Commons,Journal Article
