id,kind,name,slug,seed_file,seed_line,image_count,first_image_url,audit_confidence,evidence_note,all_image_urls,removal_decision,triple_check_note
EX617,exercise,Band Diagonal Pull-Apart,band-diagonal-pull-apart,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,118,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/eb5f3848-ceaa-4ba6-fe30-b5c7ce656100/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/eb5f3848-ceaa-4ba6-fe30-b5c7ce656100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/d50f2236-3d86-487d-c3d2-c05b01277a00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/ae633464-b346-4773-a3c7-e87101f23b00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/fb884e02-2b03-44f7-6fa6-8067b3c80200/public,remove,High-confidence visual match from audit.
EX619,exercise,Towel Face Pull Iso,towel-face-pull-iso,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,120,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/26301d51-4779-4005-be69-0858796edf00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/26301d51-4779-4005-be69-0858796edf00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/16c5d932-76c4-421b-4be2-b425da851c00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/84721f1d-ec21-4b56-cb8a-8b96001a5c00/public,remove,High-confidence visual match from audit.
EX620,exercise,Towel External Rotation Iso,towel-external-rotation-iso,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,121,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/81ae7f2e-06df-4d5a-515a-6b36c3e23900/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/81ae7f2e-06df-4d5a-515a-6b36c3e23900/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c82b5c8a-cbd2-4280-4a67-6c09ccc77100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/0eebc291-9664-4459-76a9-57ca33eb1800/public,remove,High-confidence visual match from audit.
EX622,exercise,Towel Biceps Curl Iso,towel-biceps-curl-iso,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,123,2,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/06a098ba-1a30-40fa-60ad-c5c91cf33e00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/06a098ba-1a30-40fa-60ad-c5c91cf33e00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/7a8f38e6-381c-44b8-2025-dee4b4f98c00/public,remove,High-confidence visual match from audit.
EX623,exercise,Towel Triceps Extension Iso,towel-triceps-extension-iso,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,124,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/069ad3a9-cb18-47e1-3b89-f7bcc3edaa00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/069ad3a9-cb18-47e1-3b89-f7bcc3edaa00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/bfbfb9dc-66e2-4fe6-a4f4-cb85c9a26b00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/5942ffa7-1aaa-4ce5-91a6-f88011add400/public,remove,High-confidence visual match from audit.
EX624,exercise,Backpack Renegade Row from Knees,backpack-renegade-row-from-knees,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,125,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/11608dc2-788b-4510-5465-dc6e979d0300/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/11608dc2-788b-4510-5465-dc6e979d0300/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/cfc1a638-6888-4c20-e1b2-04676ac99b00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/47336190-01ad-4a82-862d-2be034b4fe00/public,remove,High-confidence visual match from audit.
EX625,exercise,Backpack High Pull,backpack-high-pull,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,126,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a0d9fcbc-8451-485f-a062-4515b0e65900/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a0d9fcbc-8451-485f-a062-4515b0e65900/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a7da45eb-6311-47a8-0143-4585fd0aa900/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/b6dc6d5b-bdf9-452f-9088-ce31cadfa200/public,remove,High-confidence visual match from audit.
EX627,exercise,Prone Y Raise with Thumbs Up,prone-y-raise-with-thumbs-up,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,128,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/2896fe17-0677-40b5-455a-c2f2328ea700/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/2896fe17-0677-40b5-455a-c2f2328ea700/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/887935e9-0d07-41f8-6c81-06ecc05add00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c4ba3bfc-a5f0-4ea3-7c83-734356d6cd00/public,remove,High-confidence visual match from audit.
EX628,exercise,Prone External Rotation Lift,prone-external-rotation-lift,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,129,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c22cc8c3-328d-49fa-cdc7-756d5949a200/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c22cc8c3-328d-49fa-cdc7-756d5949a200/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/4e5a9eac-9b0e-4af3-d2b1-39a55cf72900/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/97b1ed95-c449-4519-1304-867297adec00/public,remove,High-confidence visual match from audit.
EX629,exercise,Prone W to Y Raise,prone-w-to-y-raise,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,130,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/246e82bb-b802-40f2-2b8b-995c648dcc00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/246e82bb-b802-40f2-2b8b-995c648dcc00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a2d121f7-d638-4615-ce90-0d7b86504000/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/b22c96fc-959e-446e-cba4-aed9e9e2b200/public,remove,High-confidence visual match from audit.
EX630,exercise,Prone Swimmer with Pause,prone-swimmer-with-pause,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,131,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/8fac0841-c31a-4cf7-6ba9-b71887015100/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/8fac0841-c31a-4cf7-6ba9-b71887015100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/77625ccc-d384-449b-fef2-74cb24a65300/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/966cbaa8-f84d-4bb7-45a5-ccd36a81d500/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/4250f22c-1d76-4f6f-da7c-a24354c02a00/public,remove,High-confidence visual match from audit.
EX631,exercise,Wall Slide with Lift-Off,wall-slide-with-lift-off,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,132,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c0bff189-1783-4e5b-7999-d61118a00400/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c0bff189-1783-4e5b-7999-d61118a00400/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a21f214e-8293-4147-2377-8b313b745000/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a4645faf-70ff-438e-0bc8-4b85852ed100/public,remove,High-confidence visual match from audit.
EX632,exercise,Wall Angel with Chin Tuck,wall-angel-with-chin-tuck,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,133,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/523101fe-c1e1-4b4b-1bd4-50561c2db600/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/523101fe-c1e1-4b4b-1bd4-50561c2db600/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/8d2f2f3a-e91c-4a80-4c5c-d4d49c654b00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/100e4689-d2fc-4f2a-ba3c-d1777adfb200/public,remove,High-confidence visual match from audit.
EX633,exercise,Wall Serratus Slide,wall-serratus-slide,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,134,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/2cbc620b-6aae-4db6-88d5-b9dc13b95a00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/2cbc620b-6aae-4db6-88d5-b9dc13b95a00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/cc79af35-a33f-496c-1c93-61e91920ac00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/96b704a5-5932-4513-d2d9-53b07286c100/public,remove,High-confidence visual match from audit.
EX634,exercise,Floor Serratus Punch,floor-serratus-punch,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,135,2,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/2bf4a3ec-0813-428b-5466-67aec8b34300/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/2bf4a3ec-0813-428b-5466-67aec8b34300/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/da82eaf7-e6db-43a6-27dd-a45575cdb600/public,remove,High-confidence visual match from audit.
EX635,exercise,Quadruped Scapular Circle,quadruped-scapular-circle,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,136,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/12a00ab5-dec8-4f3f-c673-dbe782aac200/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/12a00ab5-dec8-4f3f-c673-dbe782aac200/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c52eb99b-aa70-4881-7b1e-26ecba38aa00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/5ef79588-68f1-4dfb-329f-41edcc069b00/public,remove,High-confidence visual match from audit.
EX636,exercise,Standing Band Posture Row,standing-band-posture-row,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,137,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/35d7f71d-3c1e-4a76-698d-f95ef45d8100/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/35d7f71d-3c1e-4a76-698d-f95ef45d8100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/8e12dcfe-5340-45d6-51b6-3635808d4d00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/890f6444-8006-43ea-8544-6639e97a4200/public,remove,High-confidence visual match from audit.
EX637,exercise,Chair-Supported Reverse Fly,chair-supported-reverse-fly,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,138,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/4d3e4931-8aa3-4536-b4a0-c94aa9b28d00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/4d3e4931-8aa3-4536-b4a0-c94aa9b28d00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/9c6bb048-d0a0-4e88-c35a-20743fccbc00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c9330698-f2f0-4195-d906-73e9f4346b00/public,remove,High-confidence visual match from audit.
EX638,exercise,Dead Bug with Mini-Band Pulldown,dead-bug-with-mini-band-pulldown,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,139,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/fd9358f1-a881-4668-378e-334d12395400/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/fd9358f1-a881-4668-378e-334d12395400/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/63b53c68-0393-44cb-6062-8d354db19200/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/914781ce-5615-496e-b0f0-8c03a9177f00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/7527ee0b-7a5d-4662-0460-c24e45fd0e00/public,remove,High-confidence visual match from audit.
EX639,exercise,Dead Bug with Heel Press into Wall,dead-bug-with-heel-press-into-wall,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,140,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/f2d91a05-f542-4b30-6541-5b7fa6d22700/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/f2d91a05-f542-4b30-6541-5b7fa6d22700/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/934818e4-5425-4534-8744-162cd54f7f00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/648f3dda-45f1-4329-74d0-3321c5da1a00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a8bfb72e-8a5c-43a3-7afa-1e4fcfd37600/public,remove,High-confidence visual match from audit.
EX640,exercise,Dead Bug Alternating Overhead Reach,dead-bug-alternating-overhead-reach,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,141,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/92b65d87-ff3d-4301-74d5-2ac55443b800/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/92b65d87-ff3d-4301-74d5-2ac55443b800/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/5d45f696-905e-4846-1488-4125a0c83f00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/af642e7d-7d3f-4256-c326-05020c47c100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/eca2774e-fa6c-4482-d8b1-eecde22f6700/public,remove,High-confidence visual match from audit.
EX641,exercise,Dead Bug with Band Row,dead-bug-with-band-row,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,142,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/38990286-df0c-4d04-3ed8-4ddd0ed80900/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/38990286-df0c-4d04-3ed8-4ddd0ed80900/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/634ec78a-1cac-41e8-711a-071004b45c00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/2eece871-385a-4c2b-8cf7-c2aa1b733200/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/f40d1446-d7cd-473d-8bd9-2099dc08da00/public,remove,High-confidence visual match from audit.
EX642,exercise,Supine March with Core Brace,supine-march-with-core-brace,packages/exercise-library/content/seed/at-home-exercise-stretch-addon-500.csv,143,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/10d07c5a-0b64-4cac-6341-fc887c524b00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/10d07c5a-0b64-4cac-6341-fc887c524b00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/981512e7-db1f-47b6-92ee-4f8cfbae8800/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/2578f79d-7b96-4ac8-f91f-b0973ab6d800/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/5e85aabe-186f-4d82-7066-d7d723e1b100/public,remove,High-confidence visual match from audit.
ST004,stretch,Neck Side Bend Stretch,stretch-neck-side-bend-stretch,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,505,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/893b76f1-81e7-47e3-75b7-786a269f8c00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/893b76f1-81e7-47e3-75b7-786a269f8c00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/ce3b2535-0384-4a67-9957-ea25675c0000/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/06be3c63-5766-451c-9dce-16044bfc2600/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/9e2f5371-cf79-439f-73b8-15f2bcb43400/public,remove,High-confidence visual match from audit.
ST008,stretch,Chin Tuck,stretch-chin-tuck,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,509,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/4318d72c-6ab5-4992-21d7-a8ced5339000/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/4318d72c-6ab5-4992-21d7-a8ced5339000/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/534400cc-fc11-4724-e023-217d5c4b5400/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/39447d4e-fa9a-455d-99a9-01a3ff15d000/public,remove,High-confidence visual match from audit.
ST016,stretch,Half Neck Circle,stretch-half-neck-circle,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,517,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/19f8125a-bd0a-48f4-b3c8-dea34e0ddd00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/19f8125a-bd0a-48f4-b3c8-dea34e0ddd00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/bff91e33-4ad0-438f-ec86-4cbfc428af00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/01191be2-fb05-499e-3d32-b26e4f9e3100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/023dd941-bff2-46b4-b663-3c14ac989500/public,remove,High-confidence visual match from audit.
ST019,stretch,Neck Stretch with Chair Hold,stretch-neck-stretch-with-chair-hold,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,520,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/82bac7cf-a24c-46f4-a0d5-bd1662af3600/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/82bac7cf-a24c-46f4-a0d5-bd1662af3600/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/171fe2ba-6547-41fc-c105-fbb385deb900/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/7175f745-346d-439f-b464-dca791d29200/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/f7b0b540-268f-4d68-51cf-45461cd20900/public,remove,High-confidence visual match from audit.
ST025,stretch,Shoulder Drop Neck Stretch,stretch-shoulder-drop-neck-stretch,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,526,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/e0d5534a-66cd-48da-ca39-4ecac5ce0500/public,low,Borderline flat/vector row caught during visual audit; review manually before deleting.,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/e0d5534a-66cd-48da-ca39-4ecac5ce0500/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/0a06229d-0552-4727-fb7b-0913894f6800/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/87b56472-1ae9-4aef-f727-47187a816d00/public,keep,Triple-check full image set is not the same flat local-generator style; left in catalog.
ST033,stretch,Supported Head Nod on Pillow,stretch-supported-head-nod-on-pillow,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,534,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/7ae901ea-972b-44ae-86db-034e211fd800/public,medium,"Likely same flat/vector family, but less visually definitive than the EX534 example; review before deletion.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/7ae901ea-972b-44ae-86db-034e211fd800/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/1c7e9ac2-4e7c-4da0-3b58-11a10ba5d700/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/51c6e618-3ab0-492a-0722-7c9fe0915500/public,remove,Triple-check full image set still matches the flat local raster/SVG family.
ST037,stretch,Neck Rotation Hold,stretch-neck-rotation-hold,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,538,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/9375341e-6f4b-48d3-f8f8-c399b9848500/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/9375341e-6f4b-48d3-f8f8-c399b9848500/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/02f227a1-6aae-4d4b-4718-69cf285b2700/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/b838d928-0b72-4750-8297-082911ecb100/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/6ac9d2fc-837b-4034-56f7-fb473353e700/public,remove,High-confidence visual match from audit.
ST073,stretch,Tabletop Shoulder Stretch,stretch-tabletop-shoulder-stretch,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,574,3,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/0c6224c2-13d0-42d5-13d8-e4f462c01800/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/0c6224c2-13d0-42d5-13d8-e4f462c01800/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/dfdd7a9c-b79c-4062-ebbd-fed6be711600/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/b175bf5c-b84e-4f03-28f6-374c6e7d4700/public,remove,High-confidence visual match from audit.
ST090,stretch,Seated Overhead Side Reach,stretch-seated-overhead-side-reach,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,591,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/cadb7506-901d-45af-72d7-f238a8480f00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/cadb7506-901d-45af-72d7-f238a8480f00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/8a7f26ef-b051-4ae5-f600-ad05b140fe00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a59a2d9d-9109-4c0f-5bfe-caf385c02c00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/e04f38e1-de13-4f22-d0f4-a20203390b00/public,remove,High-confidence visual match from audit.
ST121,stretch,Tabletop Wrist Flexion Stretch,stretch-tabletop-wrist-flexion-stretch,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,622,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c1edc785-094a-40cf-7af4-6d04edba0d00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c1edc785-094a-40cf-7af4-6d04edba0d00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/2f4ff5b9-1f0a-4be9-154e-4b44d6503200/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/4b8f9fb1-479c-4d7e-2e1d-1dba3ae55b00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c6d37dc7-151c-4c1c-39fc-c178d573e200/public,remove,High-confidence visual match from audit.
ST131,stretch,Overhead Triceps with Side Bend,stretch-overhead-triceps-with-side-bend,packages/exercise-library/content/seed/at-home-exercise-stretch.csv,632,4,https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/9891f7dd-deb9-45dd-245f-826280d78c00/public,high,"Matches the flat local raster/SVG style: simplified segmented figure, beige background, leader-line labels/callouts.",https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/9891f7dd-deb9-45dd-245f-826280d78c00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/e62ae694-778f-401d-760a-a0910722da00/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/5e246a53-57e4-42f2-6d16-310426e46900/public ; https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/260bf4d1-c939-4da5-44f6-63aa8694a600/public,remove,High-confidence visual match from audit.
