feature_id,area,route_or_surface,user_story,expected_behavior,primary_evidence,existing_test_evidence,feature_status,test_coverage_status,inventory_notes,testing_loop_status,last_test_command,last_test_result,observed_errors,source_worker,tracker_updated
settings-messaging-cards,settings messaging,/settings Messaging section,"As a member, I can see and start changing phone, Telegram, and email routing.","Server snapshot drives display values; phone shows masked number and Text Murph when routable, Telegram shows username when server-approved and Message Murph when connected, email shows address and private Murph alias when ready, with link/change/verify actions opening identity dialogs.","apps/web/src/lib/hosted-onboarding/account-settings-snapshot.ts:35-65,68-104; apps/web/src/components/settings/hosted-account-settings-cards.tsx:24-109","apps/web/test/hosted-account-settings-cards.test.tsx:9,29,51,70,81; apps/web/test/settings-page.test.ts:139",inventoried,covered,Server-approved Privy hints avoid trusting stale client-only identities.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/browser-vault-session-route.test.ts apps/web/test/dashboard-sidebar.test.ts apps/web/test/device-sync-settings-routes.test.ts apps/web/test/device-sync-settings-surface.test.ts apps/web/test/hosted-account-data-service.test.ts apps/web/test/hosted-account-settings-cards.test.tsx apps/web/test/hosted-billing-settings.test.tsx apps/web/test/hosted-data-privacy-settings.test.ts apps/web/test/hosted-execution-usage-allowance.test.ts apps/web/test/hosted-execution-usage-gate-route.test.ts apps/web/test/hosted-execution-usage-route.test.ts apps/web/test/hosted-execution-usage.test.ts apps/web/test/hosted-legal-consent-card.test.ts apps/web/test/hosted-onboarding-client-api.test.ts apps/web/test/hosted-onboarding-companion-member-access.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-plan-change-service.test.ts apps/web/test/hosted-onboarding-billing-plan-switch-to-pulse-service.test.ts apps/web/test/hosted-onboarding-billing-plans.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-success-route.test.ts apps/web/test/hosted-onboarding-stripe-event-reconciliation.test.ts apps/web/test/hosted-onboarding-stripe-route.test.ts apps/web/test/hosted-onboarding-stripe-webhook-service.test.ts apps/web/test/hosted-orchestration-runtime-usage-decision.test.ts apps/web/test/legal-consent-routes.test.ts apps/web/test/legal-consent.test.ts apps/web/test/settings-billing-portal-route.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/settings-billing-switch-to-pulse-route.test.ts apps/web/test/settings-billing-upgrade-plan-route.test.ts apps/web/test/settings-data-export-route.test.ts apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-page.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts apps/web/test/settings-privacy-delete-route.test.ts apps/web/test/settings-telegram-settings.test.ts apps/web/test/settings-telegram-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,06-billing-account-settings,2026-06-21
settings-email-sync,settings messaging api,POST /api/settings/email/sync,"As a member, I can link, verify, change, and save a verified email.","UI uses Privy update-email code flow or Privy link modal fallback; sync route requires fresh active Privy auth and matching verified email, upserts email authorization and reply alias, enqueues channel update only when authorization changes, sends welcome email best-effort, and wakes runtime best-effort.","apps/web/src/components/settings/hosted-email-settings-controller.ts:28-157,176-312; apps/web/src/components/settings/hosted-email-settings-helpers.ts:143-212; apps/web/app/api/settings/email/sync/route.ts:30-122","apps/web/test/settings-email-settings.test.ts:106,194,303,473,887; apps/web/test/settings-email-sync-route.test.ts:156,222,347,405,430",inventoried,covered,Empty sync body is accepted when server-side Privy already has verified email.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/browser-vault-session-route.test.ts apps/web/test/dashboard-sidebar.test.ts apps/web/test/device-sync-settings-routes.test.ts apps/web/test/device-sync-settings-surface.test.ts apps/web/test/hosted-account-data-service.test.ts apps/web/test/hosted-account-settings-cards.test.tsx apps/web/test/hosted-billing-settings.test.tsx apps/web/test/hosted-data-privacy-settings.test.ts apps/web/test/hosted-execution-usage-allowance.test.ts apps/web/test/hosted-execution-usage-gate-route.test.ts apps/web/test/hosted-execution-usage-route.test.ts apps/web/test/hosted-execution-usage.test.ts apps/web/test/hosted-legal-consent-card.test.ts apps/web/test/hosted-onboarding-client-api.test.ts apps/web/test/hosted-onboarding-companion-member-access.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-plan-change-service.test.ts apps/web/test/hosted-onboarding-billing-plan-switch-to-pulse-service.test.ts apps/web/test/hosted-onboarding-billing-plans.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-success-route.test.ts apps/web/test/hosted-onboarding-stripe-event-reconciliation.test.ts apps/web/test/hosted-onboarding-stripe-route.test.ts apps/web/test/hosted-onboarding-stripe-webhook-service.test.ts apps/web/test/hosted-orchestration-runtime-usage-decision.test.ts apps/web/test/legal-consent-routes.test.ts apps/web/test/legal-consent.test.ts apps/web/test/settings-billing-portal-route.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/settings-billing-switch-to-pulse-route.test.ts apps/web/test/settings-billing-upgrade-plan-route.test.ts apps/web/test/settings-data-export-route.test.ts apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-page.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts apps/web/test/settings-privacy-delete-route.test.ts apps/web/test/settings-telegram-settings.test.ts apps/web/test/settings-telegram-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,06-billing-account-settings,2026-06-21
settings-phone-sync,settings messaging api,POST /api/settings/phone/sync,"As a member, I can link or change my phone number.","Matched clients use linkPhone for a missing Privy phone or updatePhone for an existing Privy phone, then sync after provider verification; an exact server/client Privy DID gate runs before mutation and the route requires same-origin fresh same-member Privy auth, non-suspended member, server-side phone readiness, reconciles identity, enqueues channel update for active members, best-effort wakes runtime, and returns phone hint and runTriggered.",apps/web/src/components/settings/hosted-phone-settings.tsx:21-118; apps/web/src/components/hosted-onboarding/hosted-phone-auth-support.ts:155-174; apps/web/app/api/settings/phone/sync/route.ts:19-65,"apps/web/test/settings-phone-settings.test.ts:38,79,115; apps/web/test/settings-phone-sync-route.test.ts:105,151,232,292,345",inventoried,covered,Retry helper handles short Privy propagation delay.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/browser-vault-session-route.test.ts apps/web/test/dashboard-sidebar.test.ts apps/web/test/device-sync-settings-routes.test.ts apps/web/test/device-sync-settings-surface.test.ts apps/web/test/hosted-account-data-service.test.ts apps/web/test/hosted-account-settings-cards.test.tsx apps/web/test/hosted-billing-settings.test.tsx apps/web/test/hosted-data-privacy-settings.test.ts apps/web/test/hosted-execution-usage-allowance.test.ts apps/web/test/hosted-execution-usage-gate-route.test.ts apps/web/test/hosted-execution-usage-route.test.ts apps/web/test/hosted-execution-usage.test.ts apps/web/test/hosted-legal-consent-card.test.ts apps/web/test/hosted-onboarding-client-api.test.ts apps/web/test/hosted-onboarding-companion-member-access.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-plan-change-service.test.ts apps/web/test/hosted-onboarding-billing-plan-switch-to-pulse-service.test.ts apps/web/test/hosted-onboarding-billing-plans.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-success-route.test.ts apps/web/test/hosted-onboarding-stripe-event-reconciliation.test.ts apps/web/test/hosted-onboarding-stripe-route.test.ts apps/web/test/hosted-onboarding-stripe-webhook-service.test.ts apps/web/test/hosted-orchestration-runtime-usage-decision.test.ts apps/web/test/legal-consent-routes.test.ts apps/web/test/legal-consent.test.ts apps/web/test/settings-billing-portal-route.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/settings-billing-switch-to-pulse-route.test.ts apps/web/test/settings-billing-upgrade-plan-route.test.ts apps/web/test/settings-data-export-route.test.ts apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-page.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts apps/web/test/settings-privacy-delete-route.test.ts apps/web/test/settings-telegram-settings.test.ts apps/web/test/settings-telegram-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,06-billing-account-settings,2026-06-21
settings-telegram-sync,settings messaging api,POST /api/settings/telegram/sync,"As a member, I can connect or change Telegram.","UI links through Privy or syncs an existing Privy Telegram account; route requires fresh Privy member auth, non-suspended member, expected Telegram user id, rejects ambiguous or not-ready Privy state, upserts routing, enqueues channel update, wakes runtime best-effort, and returns bot link and username.","apps/web/src/components/settings/hosted-telegram-card-settings.tsx:75-190,218-320; apps/web/app/api/settings/telegram/sync/route.ts:18-89","apps/web/test/settings-telegram-settings.test.ts:512,626,746,853,1041; apps/web/test/settings-telegram-sync-route.test.ts:112,264,320,370,485,535,580",inventoried,covered,Client avoids exposing raw Telegram ids in display helpers.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/browser-vault-session-route.test.ts apps/web/test/dashboard-sidebar.test.ts apps/web/test/device-sync-settings-routes.test.ts apps/web/test/device-sync-settings-surface.test.ts apps/web/test/hosted-account-data-service.test.ts apps/web/test/hosted-account-settings-cards.test.tsx apps/web/test/hosted-billing-settings.test.tsx apps/web/test/hosted-data-privacy-settings.test.ts apps/web/test/hosted-execution-usage-allowance.test.ts apps/web/test/hosted-execution-usage-gate-route.test.ts apps/web/test/hosted-execution-usage-route.test.ts apps/web/test/hosted-execution-usage.test.ts apps/web/test/hosted-legal-consent-card.test.ts apps/web/test/hosted-onboarding-client-api.test.ts apps/web/test/hosted-onboarding-companion-member-access.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-plan-change-service.test.ts apps/web/test/hosted-onboarding-billing-plan-switch-to-pulse-service.test.ts apps/web/test/hosted-onboarding-billing-plans.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-success-route.test.ts apps/web/test/hosted-onboarding-stripe-event-reconciliation.test.ts apps/web/test/hosted-onboarding-stripe-route.test.ts apps/web/test/hosted-onboarding-stripe-webhook-service.test.ts apps/web/test/hosted-orchestration-runtime-usage-decision.test.ts apps/web/test/legal-consent-routes.test.ts apps/web/test/legal-consent.test.ts apps/web/test/settings-billing-portal-route.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/settings-billing-switch-to-pulse-route.test.ts apps/web/test/settings-billing-upgrade-plan-route.test.ts apps/web/test/settings-data-export-route.test.ts apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-page.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts apps/web/test/settings-privacy-delete-route.test.ts apps/web/test/settings-telegram-settings.test.ts apps/web/test/settings-telegram-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,06-billing-account-settings,2026-06-21
settings-wearables-link,settings wearables,/settings Wearables section,"As a member, I can navigate from settings to wearable management.",Settings renders a Wearables section with a Manage wearables link to /connect.,apps/web/app/(dashboard)/settings/page.tsx:123-133,apps/web/test/settings-page.test.ts:139,inventoried,covered,The full wearable UI lives on /connect.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/browser-vault-session-route.test.ts apps/web/test/dashboard-sidebar.test.ts apps/web/test/device-sync-settings-routes.test.ts apps/web/test/device-sync-settings-surface.test.ts apps/web/test/hosted-account-data-service.test.ts apps/web/test/hosted-account-settings-cards.test.tsx apps/web/test/hosted-billing-settings.test.tsx apps/web/test/hosted-data-privacy-settings.test.ts apps/web/test/hosted-execution-usage-allowance.test.ts apps/web/test/hosted-execution-usage-gate-route.test.ts apps/web/test/hosted-execution-usage-route.test.ts apps/web/test/hosted-execution-usage.test.ts apps/web/test/hosted-legal-consent-card.test.ts apps/web/test/hosted-onboarding-client-api.test.ts apps/web/test/hosted-onboarding-companion-member-access.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-plan-change-service.test.ts apps/web/test/hosted-onboarding-billing-plan-switch-to-pulse-service.test.ts apps/web/test/hosted-onboarding-billing-plans.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-success-route.test.ts apps/web/test/hosted-onboarding-stripe-event-reconciliation.test.ts apps/web/test/hosted-onboarding-stripe-route.test.ts apps/web/test/hosted-onboarding-stripe-webhook-service.test.ts apps/web/test/hosted-orchestration-runtime-usage-decision.test.ts apps/web/test/legal-consent-routes.test.ts apps/web/test/legal-consent.test.ts apps/web/test/settings-billing-portal-route.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/settings-billing-switch-to-pulse-route.test.ts apps/web/test/settings-billing-upgrade-plan-route.test.ts apps/web/test/settings-data-export-route.test.ts apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-page.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts apps/web/test/settings-privacy-delete-route.test.ts apps/web/test/settings-telegram-settings.test.ts apps/web/test/settings-telegram-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,06-billing-account-settings,2026-06-21
browser-safe-connection-projection,settings-api,settings and status connection responses,"As a member, I should see device connection state without raw provider account identifiers.","Browser projection replaces durable connection ids with HMAC opaque ids, sanitizes display names, omits externalAccountId, resolves opaque ids back to owned durable connections, and projects upstream source reconnect/resource summaries.",apps/web/src/lib/device-sync/public-connection.ts:14; apps/web/src/lib/device-sync/public-ingress-service.ts:84; apps/web/src/lib/device-sync/public-ingress-service.ts:113; apps/web/src/lib/device-sync/public-ingress-service.ts:262,apps/web/test/device-sync-hosted-wake.test.ts:1103; apps/web/test/device-sync-hosted-wake.test.ts:1171; apps/web/test/device-sync-hosted-wake.test.ts:1220,inventoried,covered,Supports privacy constraints across settings APIs.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/agent-route.test.ts apps/web/test/agent-session-routes.test.ts apps/web/test/agent-session-service.test.ts apps/web/test/auth.test.ts apps/web/test/connect-source-and-experiment-card-routes.test.tsx apps/web/test/device-connect-intent-route.test.ts apps/web/test/device-connect-intents.test.ts apps/web/test/device-sync-callback-route.test.ts apps/web/test/device-sync-companion-routes.test.ts apps/web/test/device-sync-connect-complete-page.test.ts apps/web/test/device-sync-hosted-wake.test.ts apps/web/test/device-sync-messaging-return-route.test.ts apps/web/test/device-sync-root-and-stripe-cron-routes.test.ts apps/web/test/device-sync-settings-routes.test.ts apps/web/test/device-sync-settings-surface.test.ts apps/web/test/device-sync/local-heartbeat.test.ts apps/web/test/local-heartbeat-route.test.ts apps/web/test/prisma-store-agent-session.test.ts apps/web/test/prisma-store-browser-auth-nonce.test.ts apps/web/test/prisma-store-local-heartbeat.test.ts,passed tracker-referenced focused tests on 2026-06-21,,04-device-sync-connect,2026-06-21
settings-sidebar-status,settings-api,GET /api/settings/device-sync/sidebar-status,"As a member, I can see a compact wearable status summary in navigation.","Route loads settings sources for the active member and returns a minimized status prioritizing attention states, connected counts, disconnected/unavailable summaries, or no-wearables state.",apps/web/app/api/settings/device-sync/sidebar-status/route.ts:10; apps/web/src/lib/device-sync/sidebar-status.ts:16,apps/web/test/device-sync-settings-routes.test.ts:285; apps/web/test/device-sync-settings-routes.test.ts:304,inventoried,covered,No-store JSON response.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/browser-vault-session-route.test.ts apps/web/test/dashboard-sidebar.test.ts apps/web/test/device-sync-settings-routes.test.ts apps/web/test/device-sync-settings-surface.test.ts apps/web/test/hosted-account-data-service.test.ts apps/web/test/hosted-account-settings-cards.test.tsx apps/web/test/hosted-billing-settings.test.tsx apps/web/test/hosted-data-privacy-settings.test.ts apps/web/test/hosted-execution-usage-allowance.test.ts apps/web/test/hosted-execution-usage-gate-route.test.ts apps/web/test/hosted-execution-usage-route.test.ts apps/web/test/hosted-execution-usage.test.ts apps/web/test/hosted-legal-consent-card.test.ts apps/web/test/hosted-onboarding-client-api.test.ts apps/web/test/hosted-onboarding-companion-member-access.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-plan-change-service.test.ts apps/web/test/hosted-onboarding-billing-plan-switch-to-pulse-service.test.ts apps/web/test/hosted-onboarding-billing-plans.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-success-route.test.ts apps/web/test/hosted-onboarding-stripe-event-reconciliation.test.ts apps/web/test/hosted-onboarding-stripe-route.test.ts apps/web/test/hosted-onboarding-stripe-webhook-service.test.ts apps/web/test/hosted-orchestration-runtime-usage-decision.test.ts apps/web/test/legal-consent-routes.test.ts apps/web/test/legal-consent.test.ts apps/web/test/settings-billing-portal-route.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/settings-billing-switch-to-pulse-route.test.ts apps/web/test/settings-billing-upgrade-plan-route.test.ts apps/web/test/settings-data-export-route.test.ts apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-page.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts apps/web/test/settings-privacy-delete-route.test.ts apps/web/test/settings-telegram-settings.test.ts apps/web/test/settings-telegram-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,04-device-sync-connect,2026-06-21
settings-source-status-lookup,settings-api,GET /api/settings/device-sync/connections/:connectionId/status,"As a member, I can refresh one wearable connection row.","Route requires active app session, resolves the opaque connection id, fetches current connection status plus settings context, and returns the matching derived source including upstream-source context.",apps/web/app/api/settings/device-sync/connections/[connectionId]/status/route.ts:10; apps/web/src/lib/device-sync/settings-surface.ts:722,apps/web/test/device-sync-settings-routes.test.ts:1030; apps/web/test/device-sync-settings-routes.test.ts:1050,inventoried,covered,Browser-facing id is opaque.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/browser-vault-session-route.test.ts apps/web/test/dashboard-sidebar.test.ts apps/web/test/device-sync-settings-routes.test.ts apps/web/test/device-sync-settings-surface.test.ts apps/web/test/hosted-account-data-service.test.ts apps/web/test/hosted-account-settings-cards.test.tsx apps/web/test/hosted-billing-settings.test.tsx apps/web/test/hosted-data-privacy-settings.test.ts apps/web/test/hosted-execution-usage-allowance.test.ts apps/web/test/hosted-execution-usage-gate-route.test.ts apps/web/test/hosted-execution-usage-route.test.ts apps/web/test/hosted-execution-usage.test.ts apps/web/test/hosted-legal-consent-card.test.ts apps/web/test/hosted-onboarding-client-api.test.ts apps/web/test/hosted-onboarding-companion-member-access.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-plan-change-service.test.ts apps/web/test/hosted-onboarding-billing-plan-switch-to-pulse-service.test.ts apps/web/test/hosted-onboarding-billing-plans.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/hosted-onboarding-billing-success-route.test.ts apps/web/test/hosted-onboarding-stripe-event-reconciliation.test.ts apps/web/test/hosted-onboarding-stripe-route.test.ts apps/web/test/hosted-onboarding-stripe-webhook-service.test.ts apps/web/test/hosted-orchestration-runtime-usage-decision.test.ts apps/web/test/legal-consent-routes.test.ts apps/web/test/legal-consent.test.ts apps/web/test/settings-billing-portal-route.test.ts apps/web/test/hosted-onboarding-billing-checkout-route.test.ts apps/web/test/settings-billing-switch-to-pulse-route.test.ts apps/web/test/settings-billing-upgrade-plan-route.test.ts apps/web/test/settings-data-export-route.test.ts apps/web/test/settings-email-settings.test.ts apps/web/test/settings-email-sync-route.test.ts apps/web/test/settings-page.test.ts apps/web/test/settings-phone-settings.test.ts apps/web/test/settings-phone-sync-route.test.ts apps/web/test/settings-privacy-delete-route.test.ts apps/web/test/settings-telegram-settings.test.ts apps/web/test/settings-telegram-sync-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,04-device-sync-connect,2026-06-21
signals-provider-source-health,signals,`/signals`,"As a user, I can inspect connected provider freshness and contribution.","When source health rows exist, renders provider table with last date, sleep, recovery, activity, body days, selected metrics, conflicts, and stale badge.",apps/web/app/(dashboard)/signals/page.tsx:222-272,none found,inventoried,missing,No focused test found for populated source health rows.,blocked_no_existing_test,not_run,Blocked: Missing coverage: SignalsPage renders provider source-health table only for non-empty sourceHealthRows; current dashboard tests/fixtures do not cover that populated branch.,Missing coverage: SignalsPage renders provider source-health table only for non-empty sourceHealthRows; current dashboard tests/fixtures do not cover that populated branch.,02-dashboard-read-surfaces,2026-06-21
signals-wearable-summary,signals,`/signals`,"As a user, I can see wearable sleep, recovery, activity, and body-state summaries.","Signals groups metric rows by date into four categories, shows latest summary cards, assistant highlights, recent category lists, and empty/preparing/error states.",apps/web/app/(dashboard)/signals/page.tsx:40-61; apps/web/app/(dashboard)/signals/page.tsx:87-177; apps/web/app/(dashboard)/signals/page.tsx:179-220; apps/web/app/(dashboard)/signals/page.tsx:295-461,apps/web/test/browser-vault-dashboard-pages.test.tsx:280-370,inventoried,partial,Source category rendering is covered; assistant highlights are not directly asserted.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/biomarker-browse-card.test.ts apps/web/test/biomarker-private-trend-card.test.ts apps/web/test/browser-vault-context.test.tsx apps/web/test/browser-vault-dashboard-pages.test.tsx apps/web/test/browser-vault-loader.test.ts apps/web/test/browser-vault-session-route.test.ts apps/web/test/browser-vault-trend-comparison.test.ts apps/web/test/connect-source-and-experiment-card-routes.test.tsx apps/web/test/experiment-detail-client-contract.test.tsx apps/web/test/experiment-detail-private-run.test.tsx apps/web/test/experiment-detail-protocol-tab.test.ts apps/web/test/experiment-library-cards.test.ts apps/web/test/experiment-page-projections.test.tsx apps/web/test/experiment-research-page-projection.test.tsx apps/web/test/health-commons-biomarker-detail-page.test.ts apps/web/test/health-commons-measurement-method-detail.test.ts apps/web/test/health-commons-measurement-method-page.test.ts apps/web/test/start-experiment-contact.test.ts,passed tracker-referenced focused tests on 2026-06-21,,02-dashboard-read-surfaces,2026-06-21
supplements-label-batch-search,supplements,POST /api/supplements,"As a data API caller, I can batch-search supplement labels in one request.","Requires bearer API key; accepts JSON body up to 32 KiB with 1..50 valid queries; dedupes and remaps duplicate queries; runs bounded concurrency 3; resolves exact ids and UPCs before text search; returns includeOffMarket, limit, and per-query result groups.",apps/web/src/lib/product-labels-route.ts:146; apps/web/src/lib/product-labels-route.ts:169; apps/web/src/lib/product-labels-route.ts:185; apps/web/src/lib/product-labels-route.ts:375; apps/web/src/lib/product-labels-route.ts:411; apps/web/src/lib/product-labels-route.ts:438,apps/web/test/supplements-route.test.ts:399; apps/web/test/supplements-route.test.ts:496; apps/web/test/supplements-route.test.ts:647; apps/web/test/supplements-route.test.ts:715; apps/web/test/supplements-route.test.ts:822; apps/web/test/supplements-route.test.ts:840; apps/web/test/supplements-route.test.ts:890; apps/web/test/supplements-route.test.ts:923,inventoried,covered,Shares handler with foods.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/browser-vault-session-route.test.ts apps/web/test/foods-lib.test.ts apps/web/test/foods-route.test.ts apps/web/test/hosted-account-data-service.test.ts apps/web/test/hosted-execution-computer-use.test.ts apps/web/test/internal-health-route.test.ts apps/web/test/product-label-runtime-env.test.ts apps/web/test/product-labels-pool.test.ts apps/web/test/supplements-lib.test.ts apps/web/test/supplements-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,08-computer-data-internal,2026-06-21
supplements-label-get-search,supplements,GET /api/supplements,"As a data API caller, I can search or fetch supplement labels.","Node dynamic route requires bearer API key; supports id, upc, and q with includeOffMarket and clamped limit; resolves exact source-qualified ids or GTINs before text search; supplement search uses brand-scoped matching with cached brand index and canonical-key dedupe; returns item, items, not_found, invalid_query, or safe failure JSON with no-store caching.",apps/web/app/api/supplements/route.ts:12; apps/web/src/lib/product-labels-route.ts:81; apps/web/src/lib/product-labels-route.ts:229; apps/web/src/lib/supplements.ts:35; apps/web/src/lib/product-labels.ts:354; apps/web/src/lib/product-labels.ts:1250; apps/web/src/lib/product-labels.ts:1377,apps/web/test/supplements-route.test.ts:46; apps/web/test/supplements-route.test.ts:73; apps/web/test/supplements-route.test.ts:178; apps/web/test/supplements-route.test.ts:218; apps/web/test/supplements-route.test.ts:237; apps/web/test/supplements-lib.test.ts:1127; apps/web/test/supplements-lib.test.ts:1538; apps/web/test/supplements-lib.test.ts:1615,inventoried,covered,No genericOnly support configured for supplements.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/browser-vault-session-route.test.ts apps/web/test/foods-lib.test.ts apps/web/test/foods-route.test.ts apps/web/test/hosted-account-data-service.test.ts apps/web/test/hosted-execution-computer-use.test.ts apps/web/test/internal-health-route.test.ts apps/web/test/product-label-runtime-env.test.ts apps/web/test/product-labels-pool.test.ts apps/web/test/supplements-lib.test.ts apps/web/test/supplements-route.test.ts,passed tracker-referenced focused tests on 2026-06-21,,08-computer-data-internal,2026-06-21
telegram-signed-direct-message-wake,Telegram,POST /api/hosted-onboarding/telegram/webhook,A linked active Telegram user sends Murph a direct message.,"Validates the webhook secret, bounds the body, ignores unsupported self group unlinked inactive or ambiguous senders, upserts routing, appends a Telegram conversation wake with text attachments reply preview and thread id, then signals runtime.",apps/web/app/api/hosted-onboarding/telegram/webhook/route.ts:18; apps/web/src/lib/hosted-onboarding/webhook-provider-telegram.ts:34; apps/web/src/lib/hosted-onboarding/telegram.ts:58,apps/web/test/hosted-onboarding-telegram-route.test.ts:41; apps/web/test/hosted-onboarding-telegram-dispatch.test.ts:228; apps/web/test/hosted-onboarding-telegram-dispatch.test.ts:1221,inventoried,covered,Non-text payloads are coarsened before durable storage.,passed,pnpm exec vitest run --config apps/web/vitest.workspace.ts --no-coverage apps/web/test/hosted-crypto-domain-root-store.test.ts apps/web/test/hosted-email-mailbox-ingress-route.test.ts apps/web/test/hosted-mailbox-lag.test.ts apps/web/test/hosted-mailbox-store.test.ts apps/web/test/hosted-onboarding-linq-dispatch.test.ts apps/web/test/hosted-onboarding-linq-route.test.ts apps/web/test/hosted-onboarding-linq-webhook-auth.test.ts apps/web/test/hosted-onboarding-telegram-dispatch.test.ts apps/web/test/hosted-onboarding-telegram-route.test.ts apps/web/test/hosted-orchestration-manual-wake.test.ts apps/web/test/hosted-orchestration-reconciliation-facts.test.ts apps/web/test/hosted-orchestration-signal-runtime.test.ts apps/web/test/hosted-orchestration-status.test.ts apps/web/test/hosted-runtime-crypto-context-route.test.ts apps/web/test/hosted-runtime-crypto-root-route.test.ts apps/web/test/hosted-runtime-internal-routes.test.ts apps/web/test/hosted-runtime-latency-store.test.ts apps/web/test/hosted-workspace-store.test.ts,passed tracker-referenced focused tests on 2026-06-21,,07-messaging-mailbox-runtime,2026-06-21
telegram-webhook-health,Telegram,GET /api/hosted-onboarding/telegram/webhook,Provider or operator checks the Telegram webhook endpoint.,Returns JSON with ok true and provider telegram.,apps/web/app/api/hosted-onboarding/telegram/webhook/route.ts:11,none found,inventoried,missing,Static GET surface only.,blocked_no_existing_test,not_run,"Blocked: Missing coverage: GET health handler returns a static provider payload, while existing Telegram webhook tests cover POST, secret, and body handling only.","Missing coverage: GET health handler returns a static provider payload, while existing Telegram webhook tests cover POST, secret, and body handling only.",07-messaging-mailbox-runtime,2026-06-21
